"GEO_ID","NAME","B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M"
"1500000US550250111022","Block Group 2, Census Tract 111.02, Dane County, Wisconsin","1727","259","520","153","21","32","55","41","39","36","61","54","28","22","0","9","35","35","41","37","11","17","8","14","33","40","23","26","33","39","11","18","61","55","60","52","1207","231"
"1500000US550250111023","Block Group 3, Census Tract 111.02, Dane County, Wisconsin","853","204","252","103","10","17","44","50","0","9","0","9","30","36","11","17","10","17","0","9","12","21","10","16","41","35","12","19","31","37","23","27","0","9","18","29","601","128"
"1500000US550250111024","Block Group 4, Census Tract 111.02, Dane County, Wisconsin","1476","213","254","111","20","22","0","9","0","9","0","9","0","9","0","9","8","14","15","25","31","31","15","24","27","33","0","9","9","14","0","9","101","82","28","32","1222","167"
"1500000US550250111025","Block Group 5, Census Tract 111.02, Dane County, Wisconsin","762","183","173","129","10","18","0","9","0","9","9","15","0","9","0","9","0","9","0","9","0","9","25","30","0","9","26","32","0","9","10","15","93","113","0","9","589","157"
"1500000US550250111026","Block Group 6, Census Tract 111.02, Dane County, Wisconsin","1441","400","260","162","0","9","16","26","10","16","0","9","0","9","12","17","0","9","0","9","0","9","44","71","10","17","0","9","39","65","9","16","97","84","23","37","1181","298"
"1500000US550250111027","Block Group 7, Census Tract 111.02, Dane County, Wisconsin","1150","269","249","113","29","34","0","9","8","14","27","34","0","9","12","19","20","23","0","9","10","16","0","9","61","43","0","9","10","16","43","31","29","34","0","9","901","260"
"1500000US550250112001","Block Group 1, Census Tract 112, Dane County, Wisconsin","1112","150","268","89","10","15","0","9","0","9","0","9","10","11","5","8","42","33","15","15","4","6","30","21","0","9","22","28","33","27","14","16","69","44","14","19","844","111"
"1500000US550250112002","Block Group 2, Census Tract 112, Dane County, Wisconsin","4959","367","1442","247","81","57","14","24","61","55","34","39","115","71","21","33","99","74","115","62","126","83","28","34","173","81","98","70","152","68","102","85","161","129","62","51","3517","272"
"1500000US550250112003","Block Group 3, Census Tract 112, Dane County, Wisconsin","1817","293","555","167","111","65","62","34","37","38","36","42","45","43","39","43","24","29","30","32","17","27","26","30","46","40","0","9","42","30","10","16","0","9","30","35","1262","208"
"1500000US550250112004","Block Group 4, Census Tract 112, Dane County, Wisconsin","1754","254","295","137","0","9","0","9","0","9","37","34","0","9","32","35","12","19","0","9","0","9","13","21","0","9","0","9","14","21","16","25","97","96","74","84","1459","202"
"1500000US550250113011","Block Group 1, Census Tract 113.01, Dane County, Wisconsin","4092","310","1301","289","67","46","64","44","64","65","52","40","52","40","50","63","139","72","162","69","41","42","49","41","145","98","97","52","97","92","65","47","129","85","28","33","2791","252"
"1500000US550250113012","Block Group 2, Census Tract 113.01, Dane County, Wisconsin","2179","289","366","138","14","21","56","43","0","9","16","26","57","55","0","9","20","25","0","9","13","21","13","20","16","26","41","37","17","27","12","19","91","55","0","9","1813","232"
"1500000US550250113021","Block Group 1, Census Tract 113.02, Dane County, Wisconsin","1388","261","365","156","7","12","12","19","35","31","7","11","43","31","18","15","23","26","26","30","5","8","12","20","12","13","18","24","17","24","32","24","89","112","9","14","1023","161"
"1500000US550250113022","Block Group 2, Census Tract 113.02, Dane County, Wisconsin","1096","240","259","89","31","26","19","21","0","9","19","21","0","9","6","9","0","9","16","18","11","17","0","9","8","12","0","9","23","33","13","15","87","54","26","24","837","217"
"1500000US550250113023","Block Group 3, Census Tract 113.02, Dane County, Wisconsin","670","154","167","111","0","9","0","9","0","9","0","9","0","9","0","9","12","19","12","19","14","21","0","9","20","23","14","23","8","12","16","23","40","56","31","29","503","88"
"1500000US550250114011","Block Group 1, Census Tract 114.01, Dane County, Wisconsin","2469","343","479","193","25","29","15","24","14","23","14","24","75","52","0","9","38","46","0","9","18","29","0","9","14","24","0","9","13","21","0","9","134","80","119","79","1990","279"
"1500000US550250114012","Block Group 2, Census Tract 114.01, Dane County, Wisconsin","4226","482","1059","235","41","51","167","76","62","56","48","53","49","48","0","9","73","49","20","25","49","50","99","92","50","48","80","92","44","46","23","36","178","179","76","53","3167","336"
"1500000US550250114013","Block Group 3, Census Tract 114.01, Dane County, Wisconsin","2049","308","227","107","0","9","0","9","0","9","22","29","11","18","5","8","0","9","10","12","24","34","0","9","37","38","11","14","0","9","28","38","55","43","24","32","1822","279"
"1500000US550250114021","Block Group 1, Census Tract 114.02, Dane County, Wisconsin","2417","423","767","294","102","97","17","26","17","27","98","105","45","38","64","61","27","31","29","35","0","9","32","36","13","20","32","36","62","48","0","9","109","69","120","97","1650","235"
"1500000US550250114022","Block Group 2, Census Tract 114.02, Dane County, Wisconsin","1535","295","248","94","33","37","27","33","0","9","16","27","0","9","23","25","14","24","25","28","13","21","0","9","12","18","16","25","0","9","0","9","47","50","22","36","1287","255"
"1500000US550250114023","Block Group 3, Census Tract 114.02, Dane County, Wisconsin","6660","468","1862","381","238","88","59","48","52","47","89","67","77","56","46","45","165","76","73","60","151","94","162","107","52","50","112","72","179","86","64","38","257","137","86","69","4798","336"
"1500000US550250115031","Block Group 1, Census Tract 115.03, Dane County, Wisconsin","3645","401","1239","225","140","85","66","72","37","36","12","18","15","25","49","41","43","37","121","80","68","50","156","91","34","39","104","63","103","72","111","86","134","84","46","39","2406","308"
"1500000US550250115032","Block Group 2, Census Tract 115.03, Dane County, Wisconsin","5081","407","1410","267","39","36","41","38","57","49","59","46","68","43","169","90","26","29","100","64","93","84","70","84","85","47","91","75","58","48","168","82","286","134","0","12","3671","280"
"1500000US550250115041","Block Group 1, Census Tract 115.04, Dane County, Wisconsin","1732","256","421","147","82","50","32","27","9","14","9","16","40","35","46","34","39","32","18","20","12","19","11","17","11","17","30","20","0","9","36","34","38","37","8","13","1311","163"
"1500000US550250115042","Block Group 2, Census Tract 115.04, Dane County, Wisconsin","2082","276","524","172","39","35","31","36","11","18","22","26","38","36","22","28","14","22","58","61","29","28","47","60","24","27","25","27","14","28","45","41","77","53","28","33","1558","170"
"1500000US550250115051","Block Group 1, Census Tract 115.05, Dane County, Wisconsin","1408","280","408","175","55","46","20","25","0","9","22","25","20","22","0","9","0","9","67","50","46","58","35","30","0","9","60","60","31","42","10","17","27","45","15","26","1000","171"
"1500000US550250115052","Block Group 2, Census Tract 115.05, Dane County, Wisconsin","2195","427","596","283","10","16","47","52","25","18","14","22","50","50","7","11","58","65","10","18","38","53","43","55","26","42","57","50","79","68","45","58","87","57","0","9","1599","243"
"1500000US550250115053","Block Group 3, Census Tract 115.05, Dane County, Wisconsin","1058","314","253","142","12","17","4","9","22","27","35","41","22","25","0","9","37","31","0","9","0","9","38","44","12","20","37","44","0","9","0","9","34","23","0","9","805","196"
"1500000US550250115061","Block Group 1, Census Tract 115.06, Dane County, Wisconsin","2747","340","275","146","36","40","0","9","15","24","24","36","30","37","0","9","29","33","24","36","29","35","0","9","0","9","0","9","0","9","8","16","33","37","47","44","2472","320"
"1500000US550250115062","Block Group 2, Census Tract 115.06, Dane County, Wisconsin","1891","320","512","182","154","85","16","24","13","20","17","27","41","44","0","9","29","34","15","25","19","30","0","9","37","32","40","46","20","33","38","42","73","61","0","9","1379","219"
"1500000US550250115063","Block Group 3, Census Tract 115.06, Dane County, Wisconsin","795","253","223","151","28","40","76","64","0","9","0","9","0","9","0","9","0","9","12","19","13","22","0","9","0","9","45","57","0","9","30","52","19","30","0","9","572","195"
"1500000US550250116001","Block Group 1, Census Tract 116, Dane County, Wisconsin","922","185","203","122","14","21","0","9","16","26","0","9","15","25","0","9","42","30","0","9","29","35","17","30","0","9","40","47","14","22","0","9","16","26","0","9","719","131"
"1500000US550250116002","Block Group 2, Census Tract 116, Dane County, Wisconsin","3222","409","905","199","121","75","32","34","79","50","36","52","0","9","44","38","83","53","37","54","88","59","39","36","33","39","113","66","48","46","84","55","16","27","52","54","2317","283"
"1500000US550250116003","Block Group 3, Census Tract 116, Dane County, Wisconsin","2684","457","748","251","72","68","40","38","15","26","64","69","39","38","14","16","86","70","0","9","12","19","35","35","71","79","34","39","0","9","92","66","124","77","50","55","1936","326"
"1500000US550250117001","Block Group 1, Census Tract 117, Dane County, Wisconsin","1989","166","610","129","42","24","60","33","12","13","31","24","75","32","4","7","43","31","24","20","42","44","35","23","75","36","10","15","51","31","13","15","85","58","8","12","1379","133"
"1500000US550250117002","Block Group 2, Census Tract 117, Dane County, Wisconsin","2020","184","437","124","4","7","10","11","19","22","7","8","18","20","0","9","34","19","51","35","23","18","20","13","43","27","39","24","35","32","32","27","89","43","13","20","1583","120"
"1500000US550250118001","Block Group 1, Census Tract 118, Dane County, Wisconsin","3329","311","800","145","60","40","37","29","84","50","84","68","69","51","84","78","59","50","75","47","30","26","41","29","17","18","20","25","23","16","26","22","79","39","12","17","2529","246"
"1500000US550250118002","Block Group 2, Census Tract 118, Dane County, Wisconsin","1664","272","441","178","117","63","3","4","28","31","6","6","18","28","3","4","49","72","0","9","31","34","3","5","5","9","67","43","2","4","56","74","34","23","19","26","1223","150"
"1500000US550250118003","Block Group 3, Census Tract 118, Dane County, Wisconsin","975","225","250","106","17","14","20","24","18","19","25","18","2","4","9","10","20","25","16","15","23","30","13","17","25","27","12","14","35","28","4","6","7","7","4","6","725","141"
"1500000US550250119001","Block Group 1, Census Tract 119, Dane County, Wisconsin","2279","193","626","114","58","32","35","20","38","25","35","21","40","18","46","28","17","15","60","39","45","24","25","20","58","41","36","16","34","23","12","11","74","38","13","9","1653","118"
"1500000US550250119002","Block Group 2, Census Tract 119, Dane County, Wisconsin","2008","162","425","94","19","13","49","29","24","23","12","10","4","7","32","16","11","10","32","24","28","18","36","17","14","15","5","7","21","16","15","11","98","49","25","26","1583","148"
"1500000US550250119003","Block Group 3, Census Tract 119, Dane County, Wisconsin","900","128","194","64","6","6","6","6","9","7","3","4","12","14","16","10","7","7","16","16","0","9","5","7","38","23","0","9","16","9","6","6","40","24","14","10","706","90"
"1500000US550250119004","Block Group 4, Census Tract 119, Dane County, Wisconsin","1667","148","390","83","38","16","19","13","16","11","20","14","24","22","10","6","25","12","17","17","28","20","44","30","18","11","13","9","36","18","19","12","51","25","12","15","1277","123"
"1500000US550250120011","Block Group 1, Census Tract 120.01, Dane County, Wisconsin","2213","344","504","184","0","9","22","27","22","26","27","26","0","9","71","70","109","84","11","19","60","57","13","20","57","47","9","15","18","31","26","30","37","42","22","34","1709","239"
"1500000US550250120012","Block Group 2, Census Tract 120.01, Dane County, Wisconsin","1729","336","426","141","30","34","13","20","48","38","0","9","0","9","46","46","43","42","50","44","0","9","31","38","28","27","7","11","27","26","42","41","12","21","49","44","1303","290"
"1500000US550250120013","Block Group 3, Census Tract 120.01, Dane County, Wisconsin","4740","505","1517","258","97","58","95","72","123","71","91","59","110","71","82","68","159","97","62","48","50","42","89","50","153","86","27","34","95","75","73","39","175","107","36","56","3223","397"
"1500000US550250120021","Block Group 1, Census Tract 120.02, Dane County, Wisconsin","450","136","33","32","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","8","13","9","14","0","9","8","12","0","9","0","9","8","14","417","133"
"1500000US550250120022","Block Group 2, Census Tract 120.02, Dane County, Wisconsin","1089","217","213","93","0","9","22","22","22","26","20","24","0","9","29","26","22","24","0","9","12","18","0","9","0","9","0","9","10","16","8","12","42","39","26","30","876","184"
"1500000US550250120023","Block Group 3, Census Tract 120.02, Dane County, Wisconsin","667","158","145","92","0","9","0","9","0","9","0","9","0","9","0","9","0","9","19","21","27","31","0","9","18","22","10","15","26","25","26","24","19","22","0","9","522","116"
"1500000US550250120024","Block Group 4, Census Tract 120.02, Dane County, Wisconsin","1222","234","316","124","0","9","0","9","0","9","0","9","43","44","11","17","9","14","40","41","19","22","83","55","0","9","8","13","26","19","43","36","34","41","0","9","906","146"
"1500000US550250120025","Block Group 5, Census Tract 120.02, Dane County, Wisconsin","1461","246","292","122","11","20","45","50","43","52","0","9","9","14","27","32","0","9","0","9","10","16","19","24","0","9","44","33","8","13","15","17","52","45","9","14","1169","165"
"1500000US550250121001","Block Group 1, Census Tract 121, Dane County, Wisconsin","697","91","196","58","10","9","0","9","15","12","17","12","11","8","5","5","21","20","16","13","14","10","19","14","17","11","4","6","5","5","10","6","32","23","0","9","501","57"
"1500000US550250121002","Block Group 2, Census Tract 121, Dane County, Wisconsin","909","113","256","77","7","7","9","8","3","5","11","10","17","13","16","17","35","20","0","9","18","17","42","34","12","14","40","24","5","5","15","15","26","12","0","9","653","54"
"1500000US550250121003","Block Group 3, Census Tract 121, Dane County, Wisconsin","1109","120","206","62","15","18","18","19","19","17","6","6","3","4","6","6","16","10","15","13","4","5","4","6","3","4","18","19","10","8","14","12","29","15","26","18","903","87"
"1500000US550250122011","Block Group 1, Census Tract 122.01, Dane County, Wisconsin","654","96","134","47","6","8","10","11","5","9","7","10","0","9","11","12","0","9","0","9","0","9","11","12","8","9","6","8","16","11","10","11","20","19","24","21","520","83"
"1500000US550250122012","Block Group 2, Census Tract 122.01, Dane County, Wisconsin","1328","144","288","84","12","11","20","13","16","24","13","12","39","30","11","12","37","31","22","15","34","32","21","14","2","5","3","6","11","12","6","8","37","23","4","6","1040","122"
"1500000US550250122021","Block Group 1, Census Tract 122.02, Dane County, Wisconsin","1899","381","487","207","49","51","16","25","31","36","32","35","46","74","13","20","16","23","55","76","115","77","0","9","0","9","41","35","0","9","16","17","57","50","0","9","1412","219"
"1500000US550250122022","Block Group 2, Census Tract 122.02, Dane County, Wisconsin","948","194","161","111","0","9","25","31","0","9","17","28","0","9","31","35","16","27","0","9","0","9","0","9","20","30","0","9","0","9","0","9","52","65","0","9","787","139"
"1500000US550250122023","Block Group 3, Census Tract 122.02, Dane County, Wisconsin","854","223","276","140","0","9","38","42","0","9","16","26","0","9","0","9","0","9","10","17","10","16","48","36","18","28","0","9","10","19","39","41","76","82","11","18","578","143"
"1500000US550250122024","Block Group 4, Census Tract 122.02, Dane County, Wisconsin","2880","378","603","183","97","57","50","65","61","55","38","47","58","77","0","9","11","21","27","29","30","36","50","45","16","27","35","38","0","9","46","41","54","48","30","36","2277","332"
"1500000US550250123001","Block Group 1, Census Tract 123, Dane County, Wisconsin","2023","243","568","151","91","68","31","28","15","22","9","11","5","7","4","6","10","16","52","57","36","31","29","28","32","31","42","39","12","19","3","6","181","86","16","25","1455","175"
"1500000US550250123002","Block Group 2, Census Tract 123, Dane County, Wisconsin","1496","301","403","161","62","54","19","29","41","41","41","44","33","35","41","43","53","45","0","9","0","9","0","9","40","45","17","26","0","9","0","9","56","48","0","9","1093","209"
"1500000US550250123003","Block Group 3, Census Tract 123, Dane County, Wisconsin","509","127","30","29","0","9","0","9","0","9","0","9","5","8","0","9","3","6","4","8","0","9","3","5","5","8","0","9","0","9","4","8","3","5","3","5","479","122"
"1500000US550250123004","Block Group 4, Census Tract 123, Dane County, Wisconsin","1366","237","306","136","43","41","0","9","0","9","0","9","41","44","0","9","15","24","40","39","0","9","23","35","0","9","21","24","0","9","13","17","110","68","0","9","1060","182"
"1500000US550250124001","Block Group 1, Census Tract 124, Dane County, Wisconsin","2857","124","727","99","62","35","58","28","41","22","36","21","31","18","28","18","51","36","20","18","56","23","21","15","9","9","72","32","23","15","47","23","101","48","71","38","2130","119"
"1500000US550250124002","Block Group 2, Census Tract 124, Dane County, Wisconsin","2004","136","421","69","16","10","43","22","21","13","20","14","26","15","19","11","35","18","16","11","17","13","21","13","29","14","22","14","22","12","27","14","59","26","28","19","1583","107"
"1500000US550250125011","Block Group 1, Census Tract 125.01, Dane County, Wisconsin","2219","341","570","200","60","52","36","38","35","41","52","61","11","19","54","45","24","28","12","18","0","9","47","40","28","31","37","34","63","46","39","49","60","90","12","19","1649","233"
"1500000US550250125012","Block Group 2, Census Tract 125.01, Dane County, Wisconsin","1378","254","229","132","18","28","17","27","0","9","18","28","4","7","0","9","19","29","0","9","26","29","23","30","35","39","14","22","16","18","14","23","25","29","0","9","1149","186"
"1500000US550250125013","Block Group 3, Census Tract 125.01, Dane County, Wisconsin","565","145","78","55","19","30","0","9","0","9","0","9","0","9","0","9","14","23","0","9","0","9","0","9","0","9","0","9","13","21","0","9","32","35","0","9","487","128"
"1500000US550250125014","Block Group 4, Census Tract 125.01, Dane County, Wisconsin","1642","447","509","195","41","40","44","42","18","30","8","9","6","8","7","13","35","35","0","9","30","37","20","26","14","24","64","65","83","74","2","5","133","83","4","7","1133","334"
"1500000US550250125015","Block Group 5, Census Tract 125.01, Dane County, Wisconsin","758","162","121","90","0","9","0","9","0","9","0","9","0","9","0","9","15","22","13","23","12","18","15","22","14","22","13","21","12","19","12","19","0","9","15","22","637","127"
"1500000US550250125021","Block Group 1, Census Tract 125.02, Dane County, Wisconsin","1145","184","159","72","5","10","7","11","0","9","0","9","0","9","0","9","0","9","6","8","4","8","5","8","2","4","7","8","19","23","20","22","51","44","33","46","986","150"
"1500000US550250125022","Block Group 2, Census Tract 125.02, Dane County, Wisconsin","2572","259","906","179","71","37","102","56","85","40","64","41","74","41","71","51","56","43","71","35","53","34","69","52","23","16","38","28","17","18","41","22","54","33","17","19","1666","168"
"1500000US550250125023","Block Group 3, Census Tract 125.02, Dane County, Wisconsin","2104","226","504","123","48","28","0","9","19","22","25","24","34","28","23","25","39","28","20","22","29","20","79","41","37","26","10","14","24","23","7","11","91","46","19","20","1600","189"
"1500000US550250126001","Block Group 1, Census Tract 126, Dane County, Wisconsin","1454","156","364","91","25","17","4","5","27","18","35","18","9","7","24","21","17","11","21","16","6","6","16","13","33","16","27","17","16","10","10","9","70","28","24","17","1090","93"
"1500000US550250126002","Block Group 2, Census Tract 126, Dane County, Wisconsin","637","90","167","58","36","20","9","8","17","10","4","6","9","8","11","9","4","5","11","9","8","7","3","5","4","5","3","4","3","4","14","10","13","10","18","17","470","51"
"1500000US550250126003","Block Group 3, Census Tract 126, Dane County, Wisconsin","2395","169","545","87","33","23","20","22","36","19","33","17","31","18","30","18","44","30","53","28","39","19","9","9","40","19","36","19","42","24","26","23","54","33","19","15","1850","126"
"1500000US550250127001","Block Group 1, Census Tract 127, Dane County, Wisconsin","2264","113","458","61","38","20","24","10","29","13","22","8","25","10","25","11","34","15","20","8","47","22","24","15","12","7","41","15","14","7","34","16","60","19","9","6","1806","88"
"1500000US550250127002","Block Group 2, Census Tract 127, Dane County, Wisconsin","1715","130","379","63","21","11","11","7","11","7","36","23","16","9","19","11","23","14","32","19","23","10","23","12","35","18","7","6","26","12","32","13","39","17","25","16","1336","97"
"1500000US550250128001","Block Group 1, Census Tract 128, Dane County, Wisconsin","556","225","166","123","0","9","19","28","16","25","20","28","16","25","22","28","0","9","0","9","7","9","0","9","0","9","2","4","22","31","10","12","16","25","16","26","390","124"
"1500000US550250128002","Block Group 2, Census Tract 128, Dane County, Wisconsin","1092","254","418","144","35","36","10","16","58","45","32","38","57","36","28","31","36","34","9","16","44","35","0","9","19","22","0","9","21","34","15","22","37","40","17","27","674","175"
"1500000US550250128003","Block Group 3, Census Tract 128, Dane County, Wisconsin","3482","344","1146","300","15","23","68","50","123","121","13","21","135","105","92","77","26","25","96","54","73","54","118","99","32","35","139","88","37","42","55","65","89","66","35","38","2336","259"
"1500000US550250128004","Block Group 4, Census Tract 128, Dane County, Wisconsin","2723","327","820","217","25","23","45","38","64","47","87","73","4","6","64","50","73","62","97","65","0","9","75","52","57","59","37","27","50","37","22","31","67","57","53","52","1903","208"
"1500000US550250129001","Block Group 1, Census Tract 129, Dane County, Wisconsin","1155","110","239","44","22","19","22","14","14","10","2","4","26","16","0","9","27","19","10","8","13","10","10","8","19","17","19","11","12","9","7","5","32","22","4","5","916","88"
"1500000US550250129002","Block Group 2, Census Tract 129, Dane County, Wisconsin","1778","99","348","57","20","12","16","9","18","9","9","8","27","16","16","10","20","13","28","20","13","7","38","20","17","9","23","13","15","8","29","11","43","16","16","11","1430","83"
"1500000US550250129003","Block Group 3, Census Tract 129, Dane County, Wisconsin","1042","109","202","52","9","11","3","4","11","7","9","7","13","8","14","6","15","8","14","10","6","6","8","6","11","7","10","8","15","9","13","9","44","40","7","7","840","76"
"1500000US550250130001","Block Group 1, Census Tract 130, Dane County, Wisconsin","2591","270","622","152","38","39","64","55","48","39","38","35","31","31","41","35","82","44","45","36","24","26","28","24","7","12","51","31","35","28","47","27","43","36","0","9","1969","186"
"1500000US550250130002","Block Group 2, Census Tract 130, Dane County, Wisconsin","1998","251","495","136","23","23","20","26","10","16","16","19","30","30","28","29","82","45","29","23","51","39","60","35","7","8","26","26","53","41","7","11","29","27","24","24","1503","174"
"1500000US550250131001","Block Group 1, Census Tract 131, Dane County, Wisconsin","634","108","116","32","9","14","4","5","16","11","0","9","15","10","7","7","3","5","0","9","0","9","4","6","3","6","9","8","3","4","21","19","16","11","6","7","518","90"
"1500000US550250131002","Block Group 2, Census Tract 131, Dane County, Wisconsin","809","85","202","45","31","16","22","12","8","8","12","6","4","6","11","8","9","9","13","12","28","13","12","12","11","9","10","8","13","8","8","13","10","9","0","9","607","65"
"1500000US550250131003","Block Group 3, Census Tract 131, Dane County, Wisconsin","1427","133","341","69","24","13","8","7","11","6","69","42","22","12","13","9","36","17","16","17","10","8","12","9","23","11","7","6","35","20","22","19","26","22","7","7","1086","98"
"1500000US550250131004","Block Group 4, Census Tract 131, Dane County, Wisconsin","1775","113","322","52","32","14","5","6","39","21","12","10","10","8","11","9","6","6","6","6","7","7","25","19","5","5","24","14","24","20","18","10","61","21","37","18","1453","91"
"1500000US550250132001","Block Group 1, Census Tract 132, Dane County, Wisconsin","1920","204","322","80","15","12","11","11","20","13","23","12","11","8","16","9","41","25","17","12","28","14","26","14","24","13","27","15","15","10","12","10","34","16","2","5","1598","170"
"1500000US550250132002","Block Group 2, Census Tract 132, Dane County, Wisconsin","1634","170","420","89","14","11","12","10","11","9","37","32","15","10","21","20","17","11","35","15","34","27","39","26","16","11","28","22","22","13","35","23","77","45","7","8","1214","120"
"1500000US550250132003","Block Group 3, Census Tract 132, Dane County, Wisconsin","1933","302","409","185","15","23","13","20","14","21","24","24","47","54","15","24","60","55","20","28","0","9","71","58","0","9","35","36","48","53","12","18","19","27","16","24","1524","225"
"1500000US550250132004","Block Group 4, Census Tract 132, Dane County, Wisconsin","1650","297","282","115","28","31","0","9","85","62","12","18","14","21","25","26","10","16","14","20","28","30","0","9","0","9","0","9","15","22","0","9","51","38","0","9","1368","279"
"1500000US550250132005","Block Group 5, Census Tract 132, Dane County, Wisconsin","2342","322","560","163","16","24","59","59","72","54","39","34","76","64","38","34","38","42","31","33","17","24","0","9","26","28","14","23","31","32","22","23","66","37","15","21","1782","253"
"1500000US550250133011","Block Group 1, Census Tract 133.01, Dane County, Wisconsin","1413","179","334","102","16","20","17","18","0","9","29","24","19","18","0","9","17","19","20","18","25","29","8","13","40","23","42","36","19","22","19","21","58","32","5","10","1079","144"
"1500000US550250133012","Block Group 2, Census Tract 133.01, Dane County, Wisconsin","3438","262","1078","180","46","31","68","39","14","16","85","52","102","54","47","45","50","34","73","54","75","49","29","28","101","46","60","44","118","83","39","31","113","54","58","47","2360","213"
"1500000US550250133021","Block Group 1, Census Tract 133.02, Dane County, Wisconsin","381","124","85","70","4","6","0","9","0","9","11","18","0","9","5","8","0","9","0","9","10","18","0","9","5","7","2","4","0","9","10","9","38","60","0","9","296","110"
"1500000US550250133022","Block Group 2, Census Tract 133.02, Dane County, Wisconsin","2913","338","765","216","29","33","34","40","0","9","62","83","32","39","0","9","53","49","0","9","52","44","0","9","92","87","110","78","98","64","40","35","112","65","51","44","2148","247"
"1500000US550250133023","Block Group 3, Census Tract 133.02, Dane County, Wisconsin","2302","328","604","188","41","44","78","91","59","55","115","93","75","66","19","30","21","36","19","30","19","31","20","32","0","9","12","22","43","37","0","9","69","76","14","22","1698","210"
"1500000US550250137001","Block Group 1, Census Tract 137, Dane County, Wisconsin","4520","351","1484","275","122","55","79","69","75","64","118","55","108","61","61","45","81","65","17","20","137","77","23","24","120","71","88","66","119","96","82","55","211","129","43","36","3036","216"
"1500000US550250137002","Block Group 2, Census Tract 137, Dane County, Wisconsin","1539","247","333","121","57","47","41","32","35","37","0","9","7","9","0","9","4","8","3","4","13","20","5","7","14","23","23","25","15","25","19","26","68","71","29","33","1206","209"
"1500000US550259917020","Block Group 0, Census Tract 9917.02, Dane County, Wisconsin","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9"
"1500000US550259917030","Block Group 0, Census Tract 9917.03, Dane County, Wisconsin","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9"
