,GEOID10,smallest_distance
0,550250014031,0.7155615271157282
1,550250020003,0.17254375566715094
2,550250021002,0.024550611942399252
3,550250021004,0.1739303091908924
4,550250021003,0.48357349696614316
5,550250022002,0.20980102983509147
6,550250022001,0.17857578135856178
7,550250022003,0.3214430111987397
8,550250023012,0.719718142975523
9,550250023011,0.37923487928661365
10,550250023021,0.43046585936806514
11,550250003004,0.9116891019376865
12,550250004053,0.522129614753386
13,550250004054,0.5733558166946608
14,550250005043,0.08507619522124996
15,550250004082,1.1565425697217626
16,550250016042,0.16269786844551712
17,550250016064,0.28643715827342103
18,550250024011,0.4297619293541029
19,550250024013,0.0713195231251213
20,550250024021,0.22562146847848927
21,550250024012,0.6591272144388746
22,550250026011,0.14024108441924277
23,550250026012,0.22214361656757503
24,550250027002,0.02835660181787773
25,550250027001,0.4199737573673706
26,550250028001,0.52705706858735
27,550250029002,0.427949621850939
28,550250026031,2.2250692561114085
29,550250105021,3.9451815863045288
30,550250107024,1.1238624118711227
31,550250109044,3.7187141456492974
32,550250109011,2.0702560307602833
33,550250007001,0.51973226802145
34,550250029001,0.44923352815669154
35,550250030014,0.9725329008137744
36,550250030015,1.5121966963031443
37,550250030013,1.5787189066785439
38,550250030011,2.232074331405074
39,550250030012,2.271214454430884
40,550250030021,2.0821783191052647
41,550250031004,1.450249182987272
42,550250031002,2.614941432843222
43,550250031001,1.9133058628041493
44,550250002043,0.11402767348932222
45,550250005034,0.053681551794090336
46,550250014033,0.5603001276103874
47,550250005031,0.45564092470430617
48,550250005014,0.08383116150473277
49,550250005013,0.08882900920659376
50,550250006003,0.765291601112527
51,550250006001,0.10149122899888977
52,550250006002,0.38391533964779373
53,550250032001,1.2118532880903605
54,550250101002,0.16093921595191243
55,550250102001,0.6641106987025708
56,550250104003,0.3872490361301916
57,550250108004,0.35512600929197985
58,550250018021,0.6739183531570213
59,550250018041,0.5368730852097165
60,550250114011,4.6528737309589445
61,550250114021,3.944040675346421
62,550250015023,0.2878193272263244
63,550250015021,0.1677036487220344
64,550250107023,0.44387881607411167
65,550250014032,0.45845661899996853
66,550250110002,0.37107372205132927
67,550250015022,0.25339331136337706
68,550250020001,0.754166032213149
69,550250020002,0.6846143736941117
70,550250027003,0.05766632947563389
71,550250001001,0.05529172689623856
72,550250001002,0.5609636094512235
73,550250002012,0.16566719926410514
74,550250002011,0.37351625871636046
75,550250002021,0.9521565992536405
76,550250002022,1.0630022123962493
77,550250002041,0.8343129663083219
78,550250002051,0.8930315918649816
79,550250028002,0.2518021368568966
80,550250029003,0.4805813653182036
81,550250030022,1.0270543658089095
82,550250031003,2.1147355852981344
83,550250106001,0.2945946866342163
84,550250003002,0.4374165183632764
85,550250003003,0.9253412693514969
86,550250004011,0.33261092123494895
87,550250004012,0.20079481950647826
88,550250004021,0.9587086355461318
89,550250004022,0.908032108767385
90,550250004073,0.37162190666602507
91,550250004072,1.3126772920172471
92,550250004074,0.4855249094908399
93,550250004071,0.9715083823472206
94,550250005032,0.9909393767610886
95,550250005041,1.0843120335713128
96,550250005012,0.7202508758798106
97,550250007002,0.09615755150545706
98,550250007003,0.6042765320930161
99,550250010001,0.9671349678444929
100,550250008003,0.10968321354095771
101,550250008001,0.5944612083458358
102,550250021001,0.5163524503557418
103,550250024022,0.4811992028124604
104,550250112004,0.20092805008880155
105,550250114023,1.9023480126223165
106,550250008002,0.6215992069480988
107,550250009023,0.7227884578888222
108,550250009024,1.2217206978208734
109,550250009021,0.03930374555398834
110,550250009022,0.3512598312315813
111,550250009012,0.3911181416611828
112,550250009011,0.6261048949232648
113,550250010002,1.0673940418610268
114,550250012001,0.2081521427243859
115,550250012002,0.4687994648586777
116,550250012004,0.7138071241200336
117,550250120021,6.444559248666908
118,550250025001,0.5305645654221292
119,550250005011,0.8426716952994553
120,550250012003,0.08402381699921625
121,550250110001,1.248227294286169
122,550250112003,0.16910391456750187
123,550250003001,0.4657293895317193
124,550250004081,0.45381155651271154
125,550250103001,0.3421488708022215
126,550250104001,0.5334231826063291
127,550250104002,0.43021184086126746
128,550250101001,0.7109545612719058
129,550250004052,0.5045227813114994
130,550250004051,0.4450627129907328
131,550250005044,0.48134495124184307
132,550250004061,0.4948099875648234
133,550250002042,0.3020500782078956
134,550250002053,0.11750127714769432
135,550250002052,0.5975466434707034
136,550250117002,9.896768580680781
137,550250109031,2.3386843842963616
138,550250107021,1.1932382659181602
139,550250005033,0.8473740297580316
140,550250005042,0.9736597394303779
141,550250109041,4.610961309205413
142,550250108005,0.5535187802128491
143,550250108003,2.790549350133171
144,550250011012,0.3712718678053717
145,550250011021,0.4978227572759546
146,550250011011,0.6277433378646913
147,550250011022,0.07226651025155383
148,550250016043,0.04674096875749175
149,550250016031,0.024564188014168535
150,550250016061,0.05461112042048972
151,550250016032,0.20835912013958063
152,550250016052,0.12692070370489822
153,550250016063,0.26595280294069223
154,550250017051,0.5302595952357473
155,550250105012,1.4859163374230906
156,550250014023,0.025307432422414903
157,550250026022,0.46443318911285014
158,550250105011,3.306206791817934
159,550250016044,0.06027007031309672
160,550250016041,0.1742316777590779
161,550250017042,0.1698466928837053
162,550250017041,0.02042455118610063
163,550250016062,0.10184162444060992
164,550250017053,0.0810662664234207
165,550250016051,0.20322976885103577
166,550250018042,0.2554518507648091
167,550250025002,0.2576538468793737
168,550250026023,0.9702790010817524
169,550250014022,0.6722164968547554
170,550250014021,0.3219395198826228
171,550250014024,0.9119510618134412
172,550259917020,0.32159232901992557
173,550259917030,0.27950678883483265
174,550250017052,0.34869109045409624
175,550250013001,0.09662679373454527
176,550250013002,0.3134345551922442
177,550250014013,0.31150778931556583
178,550250014011,0.46056062345746973
179,550250026032,1.3342759895697234
180,550250026021,1.3279218491532043
181,550250114022,2.322185204024117
182,550250114013,4.331697077014031
183,550250114012,3.3137944618471202
184,550250014014,0.16583554046191432
185,550250014012,0.4093765391399628
186,550250015012,0.36849827017391257
187,550250015011,0.318722000413577
188,550250018022,0.5865414220480963
189,550250019005,0.4877671548668388
190,550250019001,0.5055786292902531
191,550250019003,0.5952874047998796
192,550250019004,0.08514864035257548
193,550250019002,0.22228530717582984
194,550250020004,0.09141212854868272
195,550250105021,3.9451815863045288
196,550250102001,0.6641106987025708
197,550250018042,0.2554518507648091
198,550259917020,0.32159232901992557
199,550250114021,3.944040675346421
